12,対する,対し,動詞,182
16,受ける,受け,動詞,161
18,食事,食事,名詞,154
28,歩行,歩行,名詞,105
37,身体,身体,名詞,85
40,考える,考え,動詞,82
49,行動,行動,名詞,73
50,運動,運動,名詞,72
61,入院,入院,名詞,62
62,息子,息子,名詞,62
70,短期,短期,名詞,56
74,動作,動作,名詞,55
75,場所,場所,名詞,55
83,心配,心配,名詞,52
87,水分,水分,名詞,50
91,気持ち,気持ち,名詞,47
103,決定,決定,名詞,41
109,起こす,起こし,動詞,40
130,決める,決め,動詞,35
132,向ける,向け,動詞,35
135,起こる,起こり,動詞,34
149,安全,安全,名詞,31
169,近所,近所,名詞,29
181,合わせる,合わせ,動詞,28
182,部分,部分,名詞,27
194,相手,相手,名詞,26
207,目指す,目指し,動詞,24
208,進む,進ん,動詞,24
217,言語,言語,名詞,24
231,面会,面会,名詞,23
235,見守る,見守り,動詞,22
245,一度,一度,名詞,21
257,下着,下着,名詞,21
272,動かす,動かす,動詞,20
282,食物,食物,名詞,19
283,体温,体温,名詞,19
289,声かけ,声かけ,名詞,19
291,食品,食品,名詞,19
296,実習,実習,名詞,19
307,自身,自身,名詞,18
309,後方,後方,名詞,18
311,落ち着く,落ち着い,動詞,18
316,家事,家事,名詞,17
320,体重,体重,名詞,17
328,他者,他者,名詞,17
334,見直す,見直し,動詞,16
349,表す,表し,動詞,16
350,向かう,向かっ,動詞,16
369,事実,事実,名詞,15
370,始める,始める,動詞,15
384,動き,動き,名詞,15
403,取り入れる,取り入れる,動詞,14
431,場面,場面,名詞,13
443,全体,全体,名詞,13
447,動く,動か,動詞,13
456,その後,その後,名詞,13
460,安心,安心,名詞,13
482,上半身,上半身,名詞,12
509,買い物,買い物,名詞,12
548,転ぶ,転ぶ,動詞,11
616,終える,終え,動詞,10
622,守る,守る,動詞,10
625,方向,方向,名詞,10
638,進める,進める,動詞,10
643,何度,何度,名詞,9
645,引き出す,引き出す,動詞,9
658,運ぶ,運ば,動詞,9
665,回転,回転,名詞,9
696,やり取り,やり取り,名詞,9
700,苦手,苦手,名詞,9
711,人物,人物,名詞,9
718,運転,運転,名詞,9
720,重ねる,重ね,動詞,9
721,使い方,使い方,名詞,9
735,使える,使える,動詞,9
740,体調,体調,名詞,9
775,流す,流す,動詞,8
780,近づく,近づい,動詞,8
789,自由,自由,名詞,8
817,集める,集める,動詞,8
928,向く,向い,動詞,7
954,温める,温め,動詞,7
963,育てる,育て,動詞,7
973,決まる,決まっ,動詞,7
986,住まい,住まい,名詞,7
989,両手,両手,名詞,7
996,聞こえる,聞こえ,動詞,6
1015,悲しみ,悲しみ,名詞,6
1032,音声,音声,名詞,6
1037,実行,実行,名詞,6
1052,乗せる,乗せ,動詞,6
1085,直す,直し,動詞,6
1112,細かい,細かく,形容詞,6
1136,取り出す,取り出す,動詞,5
1148,動かせる,動かせる,動詞,5
1164,分ける,分け,動詞,5
1226,広げる,広げ,動詞,5
1244,足す,足す,動詞,5
1261,毎回,毎回,名詞,5
1277,持ち上げる,持ち上げる,動詞,5
1285,空気,空気,名詞,5
1288,見つかる,見つかる,動詞,5
1338,計算,計算,名詞,4
1371,引っ張る,引っ張る,動詞,4
1410,片足,片足,名詞,4
1453,読書,読書,名詞,4
1473,回る,回る,動詞,4
1526,当たる,当たる,動詞,4
1549,切れる,切れ,動詞,4
1561,話し合い,話し合い,名詞,4
1607,引き出し,引き出し,名詞,4
1624,足りる,足り,動詞,4
1839,外食,外食,名詞,3
1843,楽しめる,楽しめる,動詞,3
1856,人々,人々,名詞,3
1891,親しい,親しい,形容詞,3
1917,人数,人数,名詞,3
1966,分かれる,分かれ,動詞,3
2028,立ち止まる,立ち止まっ,動詞,3
2035,台風,台風,名詞,3
2041,通り道,通り道,名詞,3
2097,見合う,見合っ,動詞,2
2387,鳴る,鳴っ,動詞,2
2544,数字,数字,名詞,2
2638,小声,小声,名詞,2
2644,強まる,強まる,動詞,2
2684,一方,一方,名詞,2
2714,組む,組ん,動詞,2
2736,丸める,丸め,動詞,2
2739,思いつく,思いつい,動詞,2
2838,間に合う,間に合わ,動詞,2
2909,高まる,高まる,動詞,2
2912,地方,地方,名詞,2
2921,日本語,日本語,名詞,2
2929,言える,言え,動詞,2
2938,思い出,思い出,名詞,2
2980,強み,強み,名詞,1
3046,広さ,広さ,名詞,1
3117,日記,日記,名詞,1
3128,読み書き,読み書き,名詞,1
3251,前回,前回,名詞,1
3299,思いやり,思いやり,名詞,1
3382,一体,一体,名詞,1
3616,大会,大会,名詞,1
3689,強さ,強さ,名詞,1
3787,日時,日時,名詞,1
3818,後半,後半,名詞,1
4005,今回,今回,名詞,1
4053,一時,一時,名詞,1
4097,太る,太る,動詞,1
4109,知り合い,知り合い,名詞,1
4110,長生き,長生き,名詞,1
4111,歌える,歌え,動詞,1
4190,出生,出生,名詞,1
4262,作れる,作れる,動詞,1
4273,曜日,曜日,名詞,1
4284,書き方,書き方,名詞,1
4287,作り方,作り方,名詞,1
4357,お店,お店,名詞,1
4421,書ける,書け,動詞,1
4429,話せる,話せる,動詞,1
4451,何月,何月,名詞,1
4452,何日,何日,名詞,1
4461,広まる,広まっ,動詞,1
4518,言い聞かせる,言い聞かせる,動詞,1
```
