在宅,33
看護,25
高齢,21
介護者,20
住宅,16
食材,13
盗る,11
生ずる,11
自室,10
施設内,9
摂取量,9
排尿,12
言葉かけ,9
徐々,8
入院中,8
学校,8
新た,7
勧め,7
与える,6
行える,6
分間,6
食べ残し,6
日頃,5
味付け,5
過去,6
きれい,5
死亡,5


医療,65
医師,53
呼吸,38
在宅,33
看護,25
便秘,24
妄想,22
高齢,21
